name,brand,year,cost,discount,color,memory_size_Gb,dual_sim,discounted_goods
Motorola One Action Android One,Motorola,,16990,0,Blue,,0.0,0.0
Apple iPhone 8 Plus,Apple,,43490,0,Silver,128,0.0,0.0
Apple iPhone 7 Plus,Apple,,36990,0,Gold,128,0.0,0.0
Apple iPhone 8,Apple,,38790,0,Gold,128,0.0,0.0
Digma Linx C280,Digma,,1275,0,Silver,,0.0,0.0
Itel A44,Itel,,3599,0,Grey,,0.0,0.0
Itel A14,Itel,,2099,0,Black,,0.0,0.0
Nokia 230,Nokia,,4075,0,White Silver,,1.0,0.0
Alcatel 1V 5001D,Alcatel,2019,4175,0,Black,,0.0,0.0
HTC Wildfire E,HTC,,5950,0,Gold,,0.0,0.0
Black Fox B6,Black,,3285,0,Black,,0.0,0.0
Nokia 210,Nokia,,2250,0,Grey,,0.0,0.0
Vertex Impress Click,Vertex,,2845,0,Blue,,0.0,0.0
Vertex Impress Aero,Vertex,,3655,0,Gold,,0.0,0.0
Tecno Camon 11s,Tecno,,7290,0,Black,,0.0,0.0
Digma Hit Q500 3G,Digma,,2945,635,Blue,,0.0,0.0
Digma Linx A205 2G,Digma,,799,0,Black,,0.0,0.0
Digma Linx A105N 2G,Digma,,386,0,Dark Blue,,0.0,0.0
Wigor V4,Wigor,,8750,0,Black,,0.0,0.0
Nokia 9 PureView 6,Nokia,,42490,0,Blue,128,0.0,0.0
Samsung Galaxy S10 8,Samsung,,49490,10500,Green,128,0.0,0.0
Huawei Honor 7S,Huawei,,5190,1800,Gold,,0.0,0.0
Oppo A3s,Oppo,,8190,0,Red,,0.0,0.0
Apple iPhone 8 Plus,Apple,,39990,0,Space Grey,64,0.0,0.0
Apple iPhone XR,Apple,,47490,0,Blue,128,0.0,0.0
Alcatel 3V 5099D Spectrum,Alcatel,,7990,0,Blue,,0.0,0.0
Apple iPhone XR,Apple,,47490,0,Yellow,128,0.0,0.0
Apple iPhone 8,Apple,,35990,0,Silver,64,0.0,0.0
Apple iPhone 7 Plus,Apple,,37490,0,Rose Gold,128,0.0,0.0
ZTE Nubia V18,ZTE,,9290,0,Black,,0.0,0.0
Archos Core 50P,Archos,,3949,1341,Black,,0.0,0.0
Oppo A3s Black,Oppo,,8190,0,Purple,,0.0,0.0
Apple iPhone XR,Apple,,43790,0,Coral,64,0.0,0.0
Huawei Honor 9X Premium 6,Huawei,,14990,2000,Blue,128,0.0,0.0
Samsung Galaxy Note 10 Lite 6,Samsung,,39490,0,Aura Glow,128,0.0,0.0
Oppo A5 3,Oppo,2020,11850,0,Black,64,0.0,0.0
Xiaomi Mi Max 3 6,Xiaomi,,9490,0,Black,128,0.0,1.0
Xiaomimi 5A 3Gb Серый,Xiaomimi,,4490,0,Red,32,0.0,1.0
Huawei Y6s 3,Huawei,,8690,1300,Blue,64,0.0,0.0
Samsung Galaxy A50S 6,Samsung,,18490,0,Green,128,0.0,0.0
Huawei Nova 5T 6,Huawei,,19990,0,Purple,128,0.0,1.0
OPPO A1k,OPPO,,6490,0,Black,,0.0,1.0
TCL Plex White,TCL,,16990,0,White ,,0.0,0.0
Xiaomi Mi Note 10 Pro 8,Xiaomi,,35250,0,White,256,0.0,0.0
Digma Citi 609,Digma,,5950,0,Blue,,0.0,0.0
Digma Citi 609,Digma,,5950,0,Black,,0.0,0.0
Vivo Y93 4,Vivo,,11990,0,Purple,32,1.0,0.0
Vivo Y93 4,Vivo,,11990,0,Black,32,1.0,0.0
Vivo V15 Pro Topaz,Vivo,,27190,0,Blue,,0.0,0.0
Tecno Spark 4 Vacation,Tecno,,6490,0,Blue,,0.0,0.0
HTC Wildfire E1,HTC,,7790,0,Black,,0.0,0.0
Xiaomi Redmi Note 7 4,Xiaomi,,9990,0,Blue,64,0.0,1.0
Itel A46 2,Itel,,4450,0,Blue,16,0.0,0.0
Itel it5250 Cobalt,Itel,,999,0,Blue,,0.0,0.0
Itel it2590,Itel,,1219,0,Black,,0.0,0.0
Itel it5022,Itel,,699,0,Red,,0.0,0.0
Apple iPhone 8 Plus,Apple,,43490,0,Space Grey,128,0.0,0.0
Apple iPhone 8 Plus,Apple,,43490,0,Gold,128,0.0,0.0
Apple iPhone 7,Apple,,30990,0,Gold,128,0.0,0.0
Vivo Y12 3,Vivo,,10990,0,Red,64,0.0,0.0
Digma Linx A171,Digma,,549,0,Black,,0.0,0.0
Nokia 110,Nokia,2019,1545,0,Pink,,0.0,0.0
Vertex D545,Vertex,,1990,870,Black Silver,,0.0,0.0
Alcatel 1V 5001D,Alcatel,2019,4175,1325,Blue,,0.0,0.0
Vertex Impress Sunset Nfc,Vertex,,4390,0,Black,,0.0,0.0
Vertex Impress Sunset Nfc,Vertex,,4390,0,Gold,,0.0,0.0
Vertex Impress City,Vertex,,2545,0,Black,,0.0,0.0
Vertex Impress Vega,Vertex,,4755,0,Black,,0.0,0.0
Huawei Mediapad T3 10 AGS-L09,Huawei,,8490,0,Grey,16,0.0,1.0
Vertex Impress Life,Vertex,,3199,0,Black,,0.0,0.0
Alcatel 2019G metallic gray,Alcatel,,1745,0,Black,,0.0,0.0
Huawei Y5 Lite,Huawei,,4650,1340,Brown,,0.0,0.0
Sony Xperia XZ2 Comрact,Sony,,18990,0,Silver,,0.0,1.0
Vertex Impress Flash,Vertex,,3190,0,Blue,,0.0,0.0
Tp-Link Neffos C5 Plus 8Gb,Tp-Link,,3039,1451,Blue,,0.0,0.0
Digma Linx X1 Pro 3G,Digma,,3635,0,Dark Grey,,0.0,0.0
Digma Linx Base 4G 8Gb,Digma,,3790,0,Gold,,0.0,0.0
Tecno Camon 11s Aqua,Tecno,,7290,0,Blue,,0.0,0.0
Tecno Spark 3 Pro Champaign,Tecno,,6150,0,Gold,,0.0,0.0
Tecno Spark 3 Pro Bordeaux,Tecno,,6150,0,Red,,0.0,0.0
Alcatel 1S 5024D,Alcatel,2019,5325,0,Metallic Blue,,0.0,0.0
Digma Linx A230WT 2G Grey,Digma,,2790,0,Black,,0.0,0.0
Digma Linx A230WT 2G Dark,Digma,,2790,0,Green,,0.0,0.0
Motorola Moto G7,Motorola,,12250,0,Black,,0.0,0.0
Vertex C322,Vertex,,990,0,Black,,0.0,0.0
Vertex Impress Click,Vertex,,2845,0,Black,,0.0,0.0
Vertex Impress Win,Vertex,,4755,0,Gold,,0.0,0.0
Vertex Impress Play,Vertex,,7790,0,Black,,0.0,0.0
Vertex Impress Forest,Vertex,,3599,0,Gold,,0.0,0.0
Vertex C314,Vertex,,1545,0,Black White,,0.0,0.0
Vertex C313,Vertex,,1820,0,Black,,0.0,0.0
Wigor V5,Wigor,,11750,0,Blue,,0.0,0.0
Wigor H1,Wigor,,2150,0,Black,,0.0,0.0
Alcatel 1C 5003D,Alcatel,2019,2849,0,Black,,0.0,0.0
Apple iPhone 7,Apple,,30990,0,Rose Gold,128,0.0,0.0
Philips Xenium E168,Philips,,1599,391,Black,,0.0,0.0
Lenovo K5 Play 3,Lenovo,,7590,0,Black,32,0.0,0.0
Huawei Honor 7S,Huawei,,5190,1800,Black,,0.0,0.0
Alcatel 1066D Warm White,Alcatel,,765,0,White ,,0.0,0.0
Xiaomi Black Shark 2 6,Xiaomi,,24990,0,Frozen Silver,128,0.0,0.0
Samsung Galaxy Note 10 Lite 6,Samsung,,39490,0,Black,128,0.0,0.0
Samsung Galaxy Note 10 Lite 6,Samsung,,39490,0,Red,128,0.0,0.0
Samsung Galaxy A71 6,Samsung,,28490,0,Silver,128,0.0,0.0
Oppo A5 3,Oppo,2020,11850,0,White,64,0.0,0.0
Xiaomimi 7 4 Черный,Xiaomimi,,7990,0,Red,64,0.0,1.0
Xiaomimi 6 3 Золотой,Xiaomimi,,5990,0,Red,32,0.0,1.0
Huawei Y6s 3,Huawei,,8690,1300,Black,64,0.0,0.0
Xiaomi Redmi 7 4,Xiaomi,,7990,0,Black,64,0.0,1.0
Xiaomi Mi Mix3 6,Xiaomi,,19990,0,Blue,128,0.0,1.0
OnePlus 6T 8,OnePlus,,19990,0,Mirror Black,128,0.0,1.0
Xiaomi Mi8 Lite 6,Xiaomi,,10990,0,Black,128,0.0,1.0
Alcatel 1B Pine,Alcatel,2020,4990,0,Green,,0.0,0.0
Alcatel 1B Prime,Alcatel,2020,4990,0,Black,,0.0,0.0
Alcatel 1A 2020 5002F Pine,Alcatel,,4490,0,Green,,0.0,0.0
Alcatel 1A 2020 5002F Prime,Alcatel,,4490,0,Black,,0.0,0.0
Nokia 800,Nokia,,6290,0,Black,,0.0,0.0
Samsung Galaxy Note 10+ 12,Samsung,,69990,0,White,256,0.0,0.0
Xiaomi Redmi Note 7 3,Xiaomi,,8990,0,Blue,32,0.0,1.0
Xiaomi Mi Max 3 4,Xiaomi,,9490,0,Black,64,0.0,1.0
Nokia 800 Tough,Nokia,,7790,0,Sand,,0.0,0.0
Oppo F5 Youth,Oppo,,6490,0,Gold,,0.0,1.0
Tecno Spark 4 Energetic,Tecno,,6490,0,Orange,,0.0,0.0
Digma Citi 653,Digma,,7750,0,Black,,0.0,0.0
Joy's S8,Joy's,,649,0,Dark Blue,,0.0,0.0
Joy's S6,Joy's,,1525,0,Orange,,0.0,0.0
Joy's S7,Joy's,,619,0,Black,,0.0,0.0
Joy's S7,Joy's,,619,0,Red,,0.0,0.0
Joy's S7,Joy's,,619,0,Yellow,,0.0,0.0
Joy's S9 Vine,Joy's,,1179,0,Red,,0.0,0.0
Joy's S5,Joy's,,1525,0,Black Silver,,0.0,0.0
Joy's S12 Vine,Joy's,,889,0,Red,,0.0,0.0
Joy's S11,Joy's,,1059,0,Black,,0.0,0.0
Joy's S2,Joy's,,519,0,Black,,0.0,0.0
Joy's S3 Blue,Joy's,,575,0,Black,,0.0,0.0
Joy's S3 Red,Joy's,,575,0,Black,,0.0,0.0
Joy's S4,Joy's,,579,0,Black,,0.0,0.0
Joy's S4,Joy's,,579,0,Blue,,0.0,0.0
Joy's S4,Joy's,,579,0,Red,,0.0,0.0
Meizu M6 Note,Meizu,,5990,0,Gold,64,0.0,1.0
Xiaomi Mi9T 6,Xiaomi,,17490,0,Black,128,0.0,1.0
Asus ZenFone 4 ZE554KL 4 Gb White,Asus,,9990,0,White ,,0.0,1.0
Xiaomimi Note 7 Pro 6 Черныйok,Xiaomimi,,10490,0,Red,128,0.0,1.0
Samsung Galaxy A50,Samsung,2019,11990,0,Blue,64,0.0,1.0
Samsung Galaxy Watch Active2 алюминий 44 мм,Samsung,,18990,0,Black,,0.0,1.0
Digma Linx Base 4G 8Gb,Digma,,3290,0,Gold,,0.0,1.0
TCL Plex,TCL,,16990,0,Black,,0.0,0.0
Xiaomi Mi A2 4,Xiaomi,,9490,0,Black,64,0.0,1.0
Meizu Note 9 4,Meizu,,10990,0,Black,128,0.0,1.0
Huawei P30 lite,Huawei,,13490,0,Black,,0.0,1.0
Xiaomimi Note 7 Pro 6 Черный,Xiaomimi,,10490,0,Red,128,0.0,1.0
Tecno Spark 4 Air Misty,Tecno,,5675,0,Grey,,0.0,0.0
Itel it5615 Elegant,Itel,,999,0,Blue,,0.0,0.0
Itel it5615 Magnet,Itel,,999,0,Black,,0.0,0.0
Vivo Y91i 2,Vivo,,9590,0,Black,32,0.0,0.0
Itel it5250,Itel,,999,0,Dark Grey,,0.0,0.0
Vertex D552,Vertex,,999,0,Blue,,0.0,0.0
Vertex D552 Dark,Vertex,,999,0,Red,,0.0,0.0
Nokia 130,Nokia,2017,1925,0,Black,,1.0,0.0
HTC Wildfire E1,HTC,,7790,0,Gold,,0.0,0.0
Black Fox B5Fox+ Grey,Black,,5450,0,Black,,0.0,0.0
Xiaomi Redmi Note 8T 4,Xiaomi,,10490,0,Blue,64,0.0,1.0
Xiaomi Mi 9 Lite 6,Xiaomi,,15490,0,Blue,128,0.0,1.0
Xiaomi Mi A2 Lite 4,Xiaomi,,7990,0,Gold,64,0.0,1.0
Samsung Galaxy A40,Samsung,2019,11990,0,Black,64,0.0,1.0
Xiaomi Redmi Note 7 Pro 6,Xiaomi,,10990,0,Black,128,0.0,1.0
Motorola Moto E6 Plus 2,Motorola,,9490,0,Grey,32,0.0,0.0
Motorola Moto E6 Plus 4,Motorola,,10490,0,Grey,64,0.0,0.0
Black Fox B6Fox,Black,,3650,0,Black,,0.0,0.0
Black Fox B6Fox Gold,Black,,3650,0,Black,,0.0,0.0
Vertex Impress Game,Vertex,,4120,0,Black,,0.0,0.0
Itel A16 Plus,Itel,,2945,0,Blue,,0.0,0.0
Itel P13 Plus,Itel,,3299,0,Phantom Black,,0.0,0.0
Itel A52 Lite,Itel,,3299,0,Shadow Black,,0.0,0.0
Itel it5250 Champagne,Itel,,999,0,Gold,,0.0,0.0
Itel it4510,Itel,,999,0,Black,,0.0,0.0
Itel A52 Lite Aurora,Itel,,3299,0,Blue,,0.0,0.0
Nokia 105,Nokia,2019,1199,0,Black,,1.0,0.0
Nokia 105,Nokia,2019,1199,0,Blue,,1.0,0.0
Nokia 105,Nokia,2019,1199,0,Pink,,1.0,0.0
Itel A16 Plus,Itel,,2945,0,Gold,,0.0,0.0
Itel it5022,Itel,,699,0,Blue,,0.0,0.0
Itel it5022,Itel,,699,0,Black,,0.0,0.0
BlackBerry Keyone,BlackBerry,,26990,0,Silver,,0.0,0.0
BlackBerry Keyone Bronze,BlackBerry,,30990,0,Black,,0.0,0.0
Samsung Galaxy A70,Samsung,2019,18990,0,Black,128,0.0,1.0
Asus Zenfone Maxok ZB633KL 3,Asus,,7490,0,Black,32,0.0,1.0
Samsung Galaxy A20,Samsung,2019,8990,0,Black,32,0.0,1.0
Samsung Gear Fit 2 Pro SM-R365NZRASER,Samsung,,8990,0,Red,,0.0,1.0
Apple iPhone 8,Apple,,38790,0,Space Grey,128,0.0,0.0
Meizu M10 3,Meizu,,8590,0,Blue,32,0.0,0.0
Digma Linx C280,Digma,,1275,0,Black,,0.0,0.0
Digma Linx S240 Grey,Digma,,999,0,Orange,,0.0,0.0
Digma Linx S240,Digma,,999,0,Black,,0.0,0.0
Digma Linx C240,Digma,,829,0,Black,,0.0,0.0
Digma Linx C240 Grey,Digma,,829,0,Black,,0.0,0.0
Digma Linx C170,Digma,,649,0,Grey,,0.0,0.0
Digma Linx C170,Digma,,649,0,Black,,0.0,0.0
Itel A44 Power,Itel,,3699,0,Grey,,0.0,0.0
Itel A44 Power,Itel,,3699,0,Gold,,0.0,0.0
Itel A45,Itel,,4075,0,Black,,0.0,0.0
Vertex Impress Gold,Vertex,,3599,0,Indigo,,0.0,0.0
Vertex Impress Grafit,Vertex,,3599,0,Indigo,,0.0,0.0
Itel A16 Plus,Itel,,2945,0,Black,,0.0,0.0
Itel A16 Plus,Itel,,2945,0,Grey,,0.0,0.0
Vertex Impress Pluto,Vertex,,4750,0,Gold,,0.0,0.0
Nokia 110,Nokia,2019,1545,0,Black,,0.0,0.0
Vivo Y93 Lite,Vivo,,9290,0,Black,,0.0,0.0
Nokia 7 6Gb,Nokia,,9990,0,Black,64,0.0,1.0
Black Fox B4 mini Nfc,Black,,3285,0,Black,,0.0,0.0
Black Fox B7,Black,,4440,0,Black,,0.0,0.0
Digma Vox S513 4G,Digma,,3990,0,Black,,0.0,0.0
Vertex Impress Eclipse,Vertex,,4335,0,Black,,0.0,0.0
Vertex D525,Vertex,,1549,0,Black,,0.0,0.0
Vertex Impress Flash,Vertex,,3190,0,Black,,0.0,0.0
Vertex Impress Life,Vertex,,3199,0,Gold,,0.0,0.0
Vertex Impress Reef,Vertex,,4745,0,Blue,,0.0,0.0
Vertex Impress Astra,Vertex,,4290,0,Gold,,0.0,0.0
Vertex Impress Luck NFC,Vertex,,3990,0,Blue,,0.0,0.0
Vertex Impress Tiger,Vertex,,4290,0,Black,,0.0,0.0
Vertex Impress Zeon 4G,Vertex,,4345,0,Gold,,0.0,0.0
Vertex Impress Vira Nfc,Vertex,,5550,0,Black,,0.0,0.0
Vertex Impress Vira Nfc,Vertex,,5550,0,Gold,,0.0,0.0
Vertex Impress Wolf,Vertex,,3599,0,Black,,0.0,0.0
Vertex D546 silver,Vertex,,1875,0,Black,,0.0,0.0
Motorola Moto G7 Plus,Motorola,,18990,0,Dark Blue,,0.0,0.0
Vertex Impress Reef,Vertex,,4692,0,Black,,0.0,0.0
Vertex Impress Reef,Vertex,,4745,0,Gold,,0.0,0.0
LG Q7,LG,,11490,0,Aurora Black,,0.0,1.0
Samsung Galaxy A9 6,Samsung,2018,14990,0,Black,128,0.0,1.0
Motorola Moto G7 Play,Motorola,,9490,0,Black,,0.0,0.0
Samsung Galaxy S10+ 8,Samsung,,56490,8500,Red,128,0.0,0.0
Samsung Galaxy A50,Samsung,2019,15990,4000,Blue,128,0.0,1.0
Digma Linx X1 3G,Digma,,3365,0,Black,,0.0,0.0
Digma Linx X1 3G,Digma,,3365,0,Dark Blue,,0.0,0.0
Digma Linx X1 3G,Digma,,3365,0,Dark Grey,,0.0,0.0
Digma Linx Pay 4G,Digma,,4775,0,Red,,0.0,0.0
Digma Linx Pay 4G,Digma,,4775,0,Gold,,0.0,0.0
Digma Linx Joy 3G,Digma,,2445,0,Black,,0.0,0.0
Digma Linx Joy 3G,Digma,,2445,0,Dark Grey,,0.0,0.0
Digma Linx Base 4G 8Gb,Digma,,3790,0,Black,,0.0,0.0
Digma Linx Base 4G 8Gb,Digma,,3790,0,Grey,,0.0,0.0
Digma Linx Atom 3G,Digma,,2050,0,Dark Blue,,0.0,0.0
Digma Linx Atom 3G,Digma,,2050,0,Dark Grey,,0.0,0.0
Digma Linx Atom 3G,Digma,,2090,0,Red,,0.0,0.0
Digma Linx Alfa 3G,Digma,,2190,0,Black,,0.0,0.0
Digma Linx A105N 2G,Digma,,386,0,Grey,,0.0,0.0
Digma Linx N331 2G,Digma,,695,0,Blue,,0.0,0.0
Tecno Spark 3 Pro,Tecno,,6150,0,Midnight Black,,0.0,0.0
Digma Linx Argo 3G,Digma,,2245,0,Gold,,0.0,0.0
Digma Linx Argo 3G,Digma,,1990,0,Black,,0.0,0.0
Vertex Impress Bear,Vertex,,3599,0,Blue,,0.0,0.0
Vertex Impress Bear,Vertex,,3599,0,Gold,,0.0,0.0
Vertex Impress Click,Vertex,,2845,0,Gold,,0.0,0.0
Vertex Impress Click Nfc,Vertex,,3255,0,Gold,,0.0,0.0
Vertex Impress Eclipse,Vertex,,4335,0,Blue,,0.0,0.0
Vertex Impress Eagle 3G,Vertex,,3990,0,Graphite,,0.0,0.0
Vertex Impress Eagle,Vertex,,4745,0,Gold,,0.0,0.0
Vertex D536,Vertex,,1435,0,Blue,,0.0,0.0
Vertex M111 Grey,Vertex,,790,0,Blue,,0.0,0.0
Vertex Impress Aero,Vertex,,3655,0,Graphite,,0.0,0.0
Vertex M120,Vertex,,590,0,Black,,0.0,0.0
Vertex Impress Tiger,Vertex,,4290,0,Gold,,0.0,0.0
Vertex Impress New,Vertex,,5290,0,Gold,,0.0,0.0
Vertex Impress Luck,Vertex,,3060,0,Black,,0.0,0.0
Vertex Impress Frost,Vertex,,5555,0,Black,,0.0,0.0
Vertex Impress Flash,Vertex,,3190,0,Graphite,,0.0,0.0
Vertex Impress Flash,Vertex,,3190,0,Gold,,0.0,0.0
Wigor V2,Wigor,,6290,0,Black,,0.0,0.0
Wigor H2,Wigor,,2550,0,Black,,0.0,0.0
Alcatel 1X 5008Y,Alcatel,2019,6865,0,Black,,0.0,0.0
Tp-Link Neffos C5 Plus,Tp-Link,,3415,0,Grey,16,0.0,0.0
Samsung Galaxy S10+ 1024,Samsung,,79990,0,White,12,0.0,0.0
Samsung Galaxy S10+ 8,Samsung,,56490,8500,White,128,0.0,0.0
Tp-Link Neffos C5 Plus 8Gb,Tp-Link,,3039,0,Grey,,0.0,0.0
Digma Hit Q401 3G,Digma,,2345,0,Black,,0.0,0.0
Digma Hit Q401 3G Grey,Digma,,2345,0,Titan,,0.0,0.0
Digma Hit Q401 3G,Digma,,2345,0,Red,,0.0,0.0
Digma Hit Q401 3G,Digma,,2345,0,Gold,,0.0,0.0
Digma Linx A453 3G,Digma,,2250,0,Gold,,0.0,0.0
Digma Linx A453 3G,Digma,,2250,0,Grey,,0.0,0.0
Digma Linx A453 3G,Digma,,2250,0,Blue,,0.0,0.0
Digma Linx A453 3G,Digma,,2250,0,Black,,0.0,0.0
Meizu 15 Lite 4,Meizu,,6990,10000,Gold,64,0.0,1.0
Alcatel 1 5033D Metallic,Alcatel,,3725,0,Gold,,0.0,0.0
Motorola Moto E5,Motorola,,10490,0,Gray,16,0.0,0.0
Meizu MX6 M685H,Meizu,,16990,0,Grey,32,0.0,0.0
Alcatel 2003D,Alcatel,,1190,0,Dark Grey,,0.0,0.0
Nokia 1,Nokia,,3690,0,Blue,,0.0,0.0
Motorola Moto G6,Motorola,,13150,0,Blue,32,0.0,0.0
Meizu M6 Note M721H,Meizu,,8850,0,Blue,16,0.0,0.0
Alcatel 1 5033D,Alcatel,,3725,0,Metallic Blue,,0.0,0.0
Samsung Galaxy Note 8,Samsung,,48590,24400,Yellow Topaz,64,0.0,0.0
Nokia 3310,Nokia,2017,3099,0,Yellow,,1.0,0.0
Meizu M6 Note 3,Meizu,,4990,0,Silver,32,0.0,1.0
ZTE Nubia M2 lite 3,ZTE,,6850,0,Black,64,0.0,0.0
Tecno Camon CM,Tecno,,5450,0,Midnight Black,,0.0,0.0
Motorola Moto E5 Plus,Motorola,,9490,0,Black,32,0.0,0.0
Archos Core 55S,Archos,,5097,0,Blue,,0.0,0.0
Alcatel 3V 5099D,Alcatel,,7890,0,Black,,0.0,0.0
Alcatel A5 5086D,Alcatel,,9990,0,Black,,0.0,0.0
Xiaomi Mi A1,Xiaomi,,7990,0,Black,64,0.0,1.0
Apple iPhone XR,Apple,,47990,0,Coral,128,0.0,0.0
Samsung Galaxy Note 9,Samsung,,65990,0,Copper,512,0.0,0.0
Alcatel 1 5033D Metallic,Alcatel,,3499,0,Black,,0.0,0.0
Samsung Galaxy A70,Samsung,2019,21990,4000,Black,128,0.0,0.0
Xiaomi Redmi 7A 2,Xiaomi,,6390,600,Red,32,0.0,0.0
Xiaomi Mi 9 Lite 6,Xiaomi,,18250,0,Grey,128,0.0,0.0
OnePlus 7 Pro 8,OnePlus,,39990,3000,Mirror Grey,256,0.0,0.0
Xiaomi Redmi 8 4,Xiaomi,,9590,900,Black,64,0.0,0.0
OnePlus 7 Pro 8,OnePlus,,39990,3000,Nebula Blue,256,0.0,0.0
Xiaomi Redmi Note 8 4,Xiaomi,,12590,2300,Blue,128,0.0,0.0
Xiaomi Redmi Note 7 4,Xiaomi,,11250,2740,Black,64,0.0,0.0
OnePlus 7 8,OnePlus,,28990,2000,Grey,256,0.0,0.0
Xiaomi Redmi Note 8T 4,Xiaomi,,13290,0,Blue,128,0.0,0.0
Xiaomi Mi9 SE 6,Xiaomi,,20990,1300,Blue,128,0.0,0.0
OnePlus 7 Pro 6,OnePlus,,34990,0,Mirror Grey,128,0.0,0.0
Xiaomi Redmi Note 7 4,Xiaomi,,11890,3100,Black,128,0.0,0.0
OnePlus 7 Pro 12,OnePlus,,41490,0,Nebula Blue,256,0.0,0.0
OnePlus 7 12,OnePlus,,30990,0,Grey,256,0.0,0.0
Meizu 15 Lite 4,Meizu,,8990,0,Black,64,0.0,0.0
Xiaomi Mi9 6,Xiaomi,,22990,1000,Black,64,0.0,0.0
Xiaomi Mi9 6,Xiaomi,,22790,1200,Blue,64,0.0,0.0
Xiaomi Redmi 7 4,Xiaomi,,8990,2000,Blue,64,0.0,0.0
Xiaomi Redmi Note 7 4,Xiaomi,,11250,2740,White,64,0.0,0.0
Xiaomi Redmi 7 3,Xiaomi,,8750,1240,Red,32,0.0,0.0
Samsung Galaxy A40,Samsung,2019,13990,0,Blue,64,0.0,0.0
Samsung Galaxy A50,Samsung,2019,19990,3000,Blue,128,0.0,0.0
Xiaomi Mi9T Pro 6,Xiaomi,,22990,5000,Blue,64,0.0,0.0
Xiaomi Redmi 7 4,Xiaomi,,8990,2000,Black,64,0.0,0.0
Xiaomi Redmi 6 4,Xiaomi,,7990,0,Gold,64,0.0,0.0
Huawei Honor 20 Pro 8,Huawei,,27490,7500,Phantom Blue,256,0.0,0.0
Xiaomi Mi A2 4,Xiaomi,,10490,500,Gold,64,0.0,0.0
Google Pixel 3a,Google,,26490,3500,Black,64,0.0,0.0
Xiaomi Redmi Note 7 4,Xiaomi,,12490,2500,White,128,0.0,0.0
Xiaomi Redmi S2 3,Xiaomi,,7790,2200,Grey,32,0.0,0.0
Meizu M8,Meizu,,7590,2400,Black,,0.0,0.0
Huawei Honor View 20 6,Huawei,,22490,2500,Black,128,0.0,0.0
Samsung Galaxy A50,Samsung,2019,19990,3000,Black,128,0.0,0.0
Meizu C9,Meizu,,4990,0,Blue,,0.0,0.0
Huawei P30 6,Huawei,,29990,3000,Green,128,0.0,0.0
Xiaomi Redmi 7 4,Xiaomi,,8990,2000,Red,64,0.0,0.0
Xiaomi Redmi 7 3,Xiaomi,,8490,1500,Black,32,0.0,0.0
Xiaomi Mi9 6,Xiaomi,,31990,0,Black,128,0.0,0.0
Nokia 4.2 3,Nokia,,8050,0,Black,32,0.0,0.0
Xiaomi Mi A2 Lite 4,Xiaomi,,10490,1500,Gold,64,0.0,0.0
Xiaomi Redmi 7 3,Xiaomi,,9490,1500,Black,64,0.0,0.0
Xiaomi Mi9 SE 6,Xiaomi,,19490,500,Black,64,0.0,0.0
Xiaomi Pocophone F1 6,Xiaomi,,18490,0,Black,128,0.0,0.0
Huawei Honor 7A,Huawei,,5250,1240,Gold,,0.0,0.0
Meizu M8,Meizu,,7390,0,Blue,,0.0,0.0
Realme XT 8,Realme,,16750,0,Blue,128,0.0,0.0
Lenovo K9 Note 4,Lenovo,,7290,0,Gold,64,0.0,0.0
Xiaomi Mi9 6,Xiaomi,,31490,0,Blue,128,0.0,0.0
Nokia 4.2 3,Nokia,,7990,0,Pink,32,0.0,0.0
Lenovo K9 4,Lenovo,,6990,0,Black,32,0.0,0.0
Huawei Honor View 20 6,Huawei,,22990,2000,Blue,128,0.0,0.0
Samsung Galaxy S10e 6,Samsung,,38990,6000,Black,128,0.0,0.0
Xiaomi Mi Mix3 6,Xiaomi,,23990,2000,Black,128,0.0,0.0
Xiaomi Redmi Note 7 6,Xiaomi,,11490,2800,Blue,64,0.0,0.0
Xiaomi Redmi Note 7 6,Xiaomi,,11490,2800,Black,64,0.0,0.0
Huawei Honor 10 Lite 3,Huawei,,9990,1000,Sky Blue,32,0.0,0.0
Xiaomi Pocophone F1 6,Xiaomi,,17990,0,Blue,64,0.0,0.0
Meizu 16X 6,Meizu,,13090,6900,Purple,64,0.0,0.0
Xiaomi Redmi Note 7 4,Xiaomi,,11890,3100,Pink,128,0.0,0.0
Xiaomi Mi A2 4,Xiaomi,,10790,700,Black,64,0.0,0.0
Xiaomi Redmi Note 7 4,Xiaomi,,10790,3200,Blue,64,0.0,0.0
Xiaomi Mi8 Pro 8,Xiaomi,,20990,4000,Black,128,0.0,0.0
Meizu M6T 3,Meizu,,6490,0,Black,32,0.0,0.0
Itel it5606 Elegant,Itel,,699,0,Black,,0.0,0.0
OnePlus 7T Pro 12,OnePlus,,54990,0,McLaren Edition,256,0.0,0.0
Xiaomi Black Shark 2 12,Xiaomi,,32450,0,Frozen Silver,256,0.0,0.0
OnePlus 7 Pro 8,OnePlus,,38990,4000,Gold,256,0.0,0.0
Xiaomi Redmi Note 7 4,Xiaomi,,11690,2300,Pink,64,0.0,0.0
Nokia 4.2 3,Nokia,,7990,0,Blue,32,0.0,0.0
Samsung Galaxy A20,Samsung,2019,11490,1300,Blue,32,0.0,0.0
Xiaomi Redmi Note 7 6,Xiaomi,,11490,2800,Pink,64,0.0,0.0
